Orders,Total Matches,Shares Sold,Dollars Traded,Time
200000,156892,195764846.224240,498846756,0.303221,

Price,Quantitiy Traded,BuyerID,SellerID
1.164175,1152.579358,6,3
1.773295,1227.148539,137,136
4.076841,887.067200,249,132
2.879410,774.712252,360,387
1.393377,923.828665,369,521
3.702170,1166.754502,638,527
1.759480,4156.495686,770,772
1.018168,165.973552,898,909
2.908540,447.178088,1034,1032
1.691344,1221.561749,1171,1172
3.823097,602.989386,1307,1249
2.048651,2177.325110,1409,1426
2.776518,215.557853,1554,1545
2.728785,372.015363,1658,1669
1.953555,462.585610,1783,1784
1.409423,143.287458,470,1914
1.944148,2770.545373,2030,2029
2.278292,1170.289163,2158,2157
3.096147,221.945208,2287,2273
1.532337,1340.611151,2392,2412
3.034323,206.376982,2529,2528
1.815504,796.676137,2633,2634
1.269450,1173.728521,2763,2766
3.805425,594.349768,2889,2874
3.816082,2200.816473,3012,2999
3.892443,1597.463976,3148,3051
1.594904,493.812578,3256,3268
3.672773,768.472004,3380,3381
3.061305,464.027402,3508,3503
1.549066,1659.053013,3530,3633
4.044882,1290.855731,3764,3601
2.892123,187.079346,3912,3905
1.288048,3142.411907,4053,4055
1.805643,475.515248,4164,4167
3.468528,2947.705453,4295,4286
1.247905,86.518197,4419,4424
3.753478,2539.516423,4523,4475
2.902649,2708.798251,4654,4636
4.077636,731.765110,4756,4605
3.832273,1396.882596,4896,4832
3.030116,460.448783,5048,5042
2.305875,514.100727,5152,5151
3.393042,704.180287,5283,5258
3.618502,578.247992,5390,5382
4.042255,752.213647,5513,5016
4.097694,1756.268477,5634,5589
1.056066,540.307048,5762,5763
2.817936,167.071198,5893,5888
2.172311,611.383720,5924,6017
1.156078,286.548505,5911,6128
1.744791,276.496554,6217,6254
2.433565,2195.765120,6383,6370
1.531278,3324.397763,6523,6526
3.822694,777.411212,6645,6644
2.811223,1160.494872,6753,6739
1.882124,258.551214,6894,6883
1.770824,3379.738503,6412,7034
2.694498,1229.892547,7149,7156
1.172038,1118.602250,7220,7280
1.946174,926.543527,7380,7375
2.786861,795.834498,7527,7531
1.828185,2447.781228,7648,7650
3.009566,2441.521315,7776,7771
3.409356,3288.804364,7897,7888
1.818082,304.202391,8007,8005
1.455124,3617.474676,8124,8136
4.030186,3311.724167,8252,6567
1.397438,504.605179,8372,8375
2.649043,1927.955622,8512,8510
2.025343,1947.355110,8659,8663
1.799620,89.554476,8776,8783
3.200201,3808.944528,8916,8913
2.340567,4277.953724,9036,9044
3.963319,433.636845,9181,8942
2.293930,3032.444580,9301,9307
2.316094,2836.572117,9440,9438
2.465911,2754.992386,9561,9554
3.688820,3146.395281,9670,9587
1.801644,489.549892,9791,9801
3.917037,1379.463630,9924,9460
1.617224,1968.315780,8105,10057
2.078478,3105.083825,10191,10189
3.370451,3202.161783,10321,10320
3.825310,638.005649,10441,10127
2.246524,257.931618,10451,10576
3.943876,104.064778,10689,9627
2.799823,716.749111,10832,10827
1.486226,1444.998924,10951,10955
2.749042,1066.591168,11098,11095
2.249629,259.145386,11192,11223
4.024481,178.715879,11344,11336
1.445999,2808.904067,11452,11497
3.991208,2691.505131,11614,11478
2.266295,458.230925,11727,11724
1.833466,2350.305432,11859,11868
3.638007,270.566937,11983,11949
2.115210,1088.775612,12073,12102
3.802551,183.349824,12227,12125
1.372055,1387.286765,12350,12353
3.940514,122.052881,12478,12361
1.304051,157.753165,12579,12584
3.243215,2136.429169,12728,12720
2.081851,83.229847,12875,12852
3.733057,2736.710781,12994,12804
2.999557,1168.461328,13113,13107
2.883555,1020.985758,13239,13244
1.668577,474.842729,13329,13388
1.753488,1281.735270,13500,13506
2.328464,411.666234,13627,13644
2.402284,3285.237857,13765,13764
2.348064,1335.664591,13787,13892
3.606758,1097.930828,14034,14019
3.111167,91.413546,14155,14157
3.777461,1501.835450,14291,14241
3.567142,1419.125435,14411,14389
1.366876,1727.646971,14573,14577
2.524838,3071.016127,14697,14700
3.424886,2489.194359,14823,14819
2.369411,451.411694,14951,14949
1.390891,2772.131271,15055,15063
2.824599,2735.419064,15193,15189
1.630849,269.141453,15313,15314
3.456618,1240.222025,15429,15438
1.265149,1539.850661,15538,15547
3.234265,504.077381,15685,15603
1.276709,351.058221,15810,15813
3.170668,109.237577,15942,15905
2.548569,2075.061200,16087,16083
1.427091,2474.620957,16211,16216
2.021398,214.764761,16321,16336
3.379925,1524.254439,16447,16448
1.315158,1705.507816,16574,16594
1.572759,887.802392,16503,16706
3.317698,943.172811,16835,16833
3.235344,325.544443,16966,16959
2.989049,3006.802515,17101,17098
1.472405,1552.987715,16590,17246
3.574928,1543.710930,17383,17345
3.821428,491.990063,17504,16857
2.762085,1508.901497,17619,17622
1.723996,778.463308,15090,17725
2.543969,3785.600331,17841,17842
1.467503,233.514056,17907,17991
3.153892,927.477260,18127,18124
2.175874,818.924389,18236,18255
1.607496,1466.941077,18276,18370
1.938160,880.004228,18482,18480
2.183407,563.103017,18614,18608
1.492654,379.551058,18693,18740
2.313701,3879.816952,18849,18844
1.972315,1326.782788,18998,19001
3.504593,270.664322,19121,19076
3.210456,0.941008,19255,19250
3.881926,701.202991,19362,19377
2.721516,367.916599,19521,19513
1.181893,1609.629649,19589,19630
2.064802,525.168271,19760,19769
1.162294,991.032306,19874,19875
1.372738,292.924935,20002,20012
4.073353,879.893612,20131,15869
1.926896,807.927806,20258,20268
2.711227,1357.832368,20407,20395
1.917826,1769.097287,20506,20517
3.020271,460.886895,20628,20625
1.604834,2479.364333,20218,20764
2.677145,1950.687753,20851,20902
2.114231,1568.877827,21035,21048
1.802668,2930.878189,20998,21158
1.691482,523.495861,21281,21295
3.031442,1002.575590,21414,21403
3.734663,1600.678142,21569,21496
1.931522,1569.701659,21698,21707
2.017893,162.110679,21821,21829
3.688664,4039.877081,21949,21931
2.090172,356.326989,21988,22088
2.775190,1080.815970,22211,22212
4.082118,350.695516,22333,20662
4.099814,304.523839,22441,14844
3.596187,1258.140821,22564,22560
4.121935,360.481385,22664,15959
1.927124,591.343095,22761,22795
2.098389,370.812683,22934,22930
2.548265,645.429024,23045,23067
2.508514,811.125136,23191,23201
3.634062,235.730945,23327,23329
4.013507,1799.579474,23451,23447
3.655623,125.955207,23590,23557
1.109970,1464.709741,23352,23710
2.497170,2948.963126,23854,23856
1.910447,951.482585,23972,23996
3.387932,48.172146,24117,24104
2.676112,2280.582343,24263,24260
3.156727,2443.143173,24391,24379
1.676141,1183.101410,24503,24519
2.525928,1125.637890,24641,24649
2.375088,2044.171004,24753,24752
3.489495,1661.402087,24883,24885
4.083121,297.787176,24999,24808
1.750561,2364.093737,25128,25141
2.599328,197.943383,25274,25269
4.040020,1625.659940,25389,25297
4.083121,70.042689,25485,24808
2.646121,494.882324,25603,25628
3.655502,1038.995317,25769,25659
1.412301,362.155036,23368,25878
1.020680,79.500721,25976,25990
3.657293,1963.949311,26136,26084
2.202245,262.603830,26256,26268
2.126279,430.821277,26257,26408
2.428410,114.861977,26526,26525
2.163633,563.857907,26631,26645
1.928006,2100.651432,26774,26772
1.650294,1435.794954,26868,26873
1.670659,959.352394,26994,26993
1.865129,1605.720659,27109,27136
3.845381,4057.731603,27281,27273
3.408522,135.050570,27391,27407
3.044790,1344.100784,27548,27530
2.050820,1714.174819,27666,27667
3.641039,442.770260,27801,27690
1.859950,3053.955915,27938,27939
2.983892,1680.685279,28068,28055
3.622684,2591.289354,28181,28183
1.742278,1492.124027,28314,28320
4.132700,57.614066,28458,7817
1.252246,210.967313,28581,28584
2.085796,4443.224175,28717,28723
1.666254,2076.530287,28833,28834
1.565736,1294.177428,28940,28945
2.583505,195.686324,29063,28902
2.257442,1190.918497,29187,29185
2.998098,691.834843,29348,29306
1.059301,1663.091623,29473,29477
3.565969,819.291161,29626,29621
3.916389,1952.450214,29760,29253
1.647304,1044.871484,29896,29901
4.009815,82.677784,29987,29197
3.666860,1266.359133,30138,30135
2.901725,1821.672515,30259,30261
2.513681,1022.300857,30388,30381
1.165822,2343.941987,30514,30516
2.386738,1846.193516,30640,30631
2.020891,2583.538644,30761,30765
1.220123,697.075645,30884,30887
2.097089,198.278806,30869,31024
1.532768,282.888902,31181,31182
1.701386,1906.834658,31255,31295
4.062087,731.944810,31405,29441
4.086810,44.686668,31523,31079
3.226329,946.750671,31648,31636
1.075295,1221.460759,31698,31788
1.157707,2235.968039,31867,31904
4.069292,352.768738,32011,31727
2.399318,1287.992443,32133,32132
1.264370,1046.794418,32260,32269
2.295764,2232.981380,32394,32379
2.679977,2198.516684,32498,32494
1.914016,312.081270,32607,32627
3.356554,1450.568098,32763,32739
1.427216,2178.098099,32886,32889
3.280818,3348.702107,33025,33018
2.298174,1023.112332,33106,33159
2.440634,311.030812,33279,33277
1.324112,1979.696125,33406,33415
1.799604,1502.329121,33540,33543
1.397091,1565.844715,32917,33693
1.728964,2872.691657,33822,33823
3.816215,2189.708731,33941,33939
2.857028,144.069163,34064,34066
3.241611,2246.039182,34186,34179
3.572503,3041.098429,34315,34312
3.092954,3050.878789,34430,34429
1.102743,1061.192780,34349,34552
2.342844,226.614830,34674,34677
2.420933,126.653187,34803,34790
3.034863,1076.902739,34946,34944
2.352974,1786.464132,35053,35054
1.310185,3208.864632,35149,35170
1.339717,981.682113,35278,35302
1.363134,825.157153,35409,35424
3.210957,252.865922,35572,35550
3.543990,586.813429,35712,35707
2.365213,843.528816,35832,35841
1.138721,3632.918157,35889,35967
1.791829,124.340932,36081,36093
3.230955,2413.438459,36235,36222
3.502819,1113.848842,36363,36319
1.060891,1836.784884,36343,36483
2.503417,1860.837051,36605,36596
3.017037,1055.558688,36724,36717
3.131301,706.176962,36861,36850
1.682481,42.344777,36328,36974
1.931371,931.142366,37094,37110
2.416956,454.793950,37221,37216
1.358387,866.611294,37343,37349
1.630744,5.141429,37483,37484
1.749520,156.732887,37618,37619
2.211661,693.588283,37757,37755
2.432452,1093.362397,37881,37882
1.415782,270.388752,37740,38009
1.198939,1114.559014,38062,38155
2.885709,1783.564966,38287,38259
1.164817,890.027525,38398,38403
1.522808,490.531479,37500,38547
2.865382,3159.402045,38657,38656
2.343338,168.716607,38784,38781
2.522355,1537.299529,38925,38924
3.111799,2597.662335,39046,39020
3.701201,737.869557,39170,38864
2.484808,2678.217648,39297,39293
1.545094,3072.620803,39388,39404
3.857478,2525.230366,39535,39231
3.492119,21.765841,39667,39651
2.314996,1506.659151,39790,39788
3.182029,2351.137064,39926,39925
2.020220,1363.351276,40048,40046
2.264008,897.316227,40191,40186
3.232529,119.891826,40296,40276
2.181383,96.994595,40434,40438
3.554883,2209.547425,40558,40557
2.133789,468.879618,40674,40670
3.693995,2445.855645,40808,40721
3.943276,1979.793134,40924,40422
3.072323,70.875383,41042,41025
3.416357,1034.093912,41186,41185
2.390061,1837.587753,41306,41307
1.529942,864.080221,41145,41442
1.436014,3100.631753,41071,41566
3.936086,808.015409,41707,41119
1.322160,1411.343607,41816,41820
3.386830,729.191971,41934,41937
2.287866,1899.047183,42054,42094
2.669018,232.032723,42231,42220
3.960957,264.432142,42378,42350
3.002549,764.273386,42528,42519
3.535119,1101.268849,42671,42628
1.273211,2075.704285,42785,42797
2.304309,44.462196,42907,42913
2.300058,84.812070,42999,43012
2.244440,487.516391,43136,43138
2.053676,963.487643,43247,43273
2.092949,142.321284,43420,43416
2.535442,381.772199,43544,43552
1.538934,1999.861910,43557,43689
2.886877,11.605203,43834,43816
3.850936,364.069174,43953,43776
3.750931,1184.180769,44102,44083
3.981680,471.319412,44241,44211
3.742493,1998.000622,44358,44324
2.008902,150.105822,44356,44486
1.284410,3112.537888,44600,44607
2.621572,1965.935420,44744,44752
4.061993,2513.857578,44862,38850
4.074206,241.236939,44985,40932
1.825633,128.632747,45091,45111
3.265505,387.550216,45230,45198
3.379467,1441.159944,45355,45338
3.623341,1931.627141,45474,45424
1.856035,662.028852,44778,45602
3.678923,414.372017,45725,45697
1.383575,711.397952,44122,45847
2.945138,3067.429450,45969,45967
3.807548,2333.018320,46096,46025
2.575952,989.838198,46250,46249
3.633136,230.674841,46379,46370
3.615622,69.706241,46504,46444
1.281237,2641.178359,46613,46622
1.554514,932.989981,46709,46772
1.722975,1278.562269,46897,46907
2.094273,1793.939196,47007,47013
1.663377,996.535698,47139,47147
1.409890,1276.407094,47228,47267
3.087660,1795.298979,47403,47404
3.395447,1631.731874,47534,47515
2.857627,2021.361772,47654,47647
3.948044,95.230701,47772,47589
2.400076,501.719384,47901,47888
1.573943,257.702649,48013,48018
2.323943,3982.961580,48132,48131
3.818043,424.098931,48262,48218
1.509661,120.800128,48273,48400
3.087893,1265.873669,48519,48521
4.082196,423.509498,48648,46899
1.274866,2214.935297,48706,48766
1.661875,1626.206714,48884,48888
1.912572,162.401064,48911,49017
3.616591,43.680616,49151,49139
1.088178,2142.237385,49078,49283
1.296327,1057.676394,49029,49391
1.663142,2118.200607,49199,49530
1.374015,2115.255586,44625,49655
1.063074,1898.656179,49771,49779
1.917952,2554.849573,49890,49896
1.253052,860.384226,49992,50018
1.772840,188.947891,49331,50157
1.675320,335.385202,50235,50258
2.477422,1455.855369,50403,50401
3.723283,394.135867,50522,50454
3.965627,512.570728,50645,50639
3.262952,1401.428020,50786,50778
2.854655,2348.483126,50897,50889
1.829808,2957.419279,51024,51025
1.215863,887.416446,51118,51153
3.749737,338.737728,51272,51218
1.424123,1944.890768,51393,51401
3.200208,96.412466,51523,51518
1.898905,635.493089,51648,51646
1.714289,1437.861426,29193,51780
3.759241,752.729883,51896,51477
3.851338,754.536237,52030,51813
3.948784,974.642119,52146,51495
2.028671,1598.100439,52275,52277
2.750567,1935.993190,52404,52400
2.721840,2671.962992,52514,52516
3.197526,160.641923,52646,52623
4.079674,427.079278,52759,51991
1.606920,11.175702,52807,52895
3.819547,397.453686,53015,52938
1.109359,328.619713,53130,53164
1.084673,701.984238,53201,53270
2.427281,935.153500,53404,53387
1.761764,1264.446113,53518,53521
2.978959,456.849337,53645,53646
1.329570,1284.250546,53600,53757
2.024812,1283.864114,53870,53869
1.873821,405.031655,53989,54010
3.922502,1149.764539,54151,54146
2.368162,177.934547,54274,54277
2.096569,1243.841558,54405,54401
3.901561,471.220730,54537,54210
1.931577,611.861323,54541,54646
1.338336,319.318308,54763,54777
2.169672,578.215570,54884,54900
3.848363,3053.004150,55050,54966
1.211687,986.081299,55120,55173
1.690633,1520.611591,55308,55327
2.927505,450.453572,55460,55466
3.746114,145.259679,55577,55550
1.429681,278.711168,55687,55703
3.637312,1338.125315,55835,55832
2.744921,3690.802288,55970,55971
2.631498,627.183205,56109,56087
1.954538,3966.060509,56231,56236
2.406931,1035.321714,56366,56369
1.365794,25.752482,55170,56488
3.505287,632.503854,56629,56583
3.737160,1707.971072,56756,56508
3.944071,1623.712707,56861,56817
1.880881,227.161825,56976,56973
1.844104,943.747279,57116,57134
1.452587,1367.358824,57265,57272
2.232924,1327.426361,57361,57374
2.646474,1310.993187,57469,57484
2.762278,2684.319574,57610,57607
3.929833,226.482459,57737,57700
2.380156,1053.643988,57835,57864
2.888576,1253.930468,57997,57989
2.425464,3294.037830,58110,58128
1.728197,26.691249,58240,58264
2.866292,2205.677315,58401,58341
3.597022,1885.086273,58518,58275
3.302744,372.470866,58645,58635
3.249516,1424.681635,58769,58770
3.093593,2479.595161,58886,58882
1.258801,2078.652464,59010,59026
2.466349,1105.209530,59131,59139
1.146021,3050.076830,59259,59264
2.420348,183.447038,59394,59392
1.648164,2627.704252,59432,59520
2.158135,3355.758797,59623,59674
3.027687,218.371325,59788,59770
4.070333,3022.209781,59899,59695
1.025681,1522.326154,60020,60033
2.260286,1097.433805,60155,60162
2.630496,57.556461,60290,60289
3.019007,2144.857008,60436,60428
2.627835,594.268146,60538,60529
1.224599,1250.216836,59880,60657
2.154268,1443.080129,60797,60795
3.442373,319.635699,60930,60920
2.750268,2264.442437,61072,61062
1.471799,43.177955,61188,61204
1.632608,704.289267,61326,61336
3.288090,1137.334660,61453,61433
3.401366,4786.509078,61591,61587
3.411019,871.996576,61718,61701
1.397163,260.455636,61827,61848
2.667016,1713.923206,61994,61992
3.942003,703.530371,62103,61920
3.946848,2904.018464,62242,62129
3.497827,459.324814,62351,62343
2.111456,1139.095923,62476,62475
1.200077,1951.840899,60476,62614
2.311678,1634.155034,62757,62759
4.004569,1442.721306,62878,62753
2.814725,138.074616,63009,63012
2.047228,2552.022580,63147,63151
1.912318,1474.918788,62969,63277
1.402125,2276.038881,63353,63396
1.520460,265.175356,63506,63530
3.580233,3502.596251,63664,63522
4.037805,636.994851,63781,63743
1.659077,1519.597202,63868,63922
2.550813,1581.275265,64044,64053
2.256417,3521.169240,64161,64179
2.356373,569.451141,64298,64300
2.181510,491.765692,64437,64434
3.362486,906.261112,64585,64489
2.350946,533.659816,64698,64696
1.860481,544.541998,64818,64821
2.193960,113.324667,64943,64940
1.465425,2996.186515,65036,65039
1.872741,2336.961454,65184,65186
1.876756,4812.657684,65293,65300
1.995193,958.624495,65396,65421
3.764933,21.276684,65554,65524
3.469658,461.989380,65683,65584
1.621463,557.328608,63011,65813
1.918225,468.193267,65934,65943
1.883413,3076.513806,59450,66045
2.626954,1288.684838,66175,66156
3.432560,2418.500673,66304,66296
4.021292,382.221487,66413,66061
2.532916,1443.861977,66534,66537
3.774272,1768.413863,66678,66649
3.216599,2478.132950,66801,66802
4.105929,1242.319233,66929,55184
2.294389,1012.833125,67041,67043
3.041604,2514.953515,67161,67148
1.207736,1760.194960,66780,67296
1.692306,225.172060,67436,67440
2.933731,842.809879,67576,67579
1.708859,515.077289,67698,67701
1.509595,233.790362,67862,67867
2.334953,373.733307,67759,67992
3.752209,1819.782486,68111,68112
2.607809,459.704564,68251,68252
1.329802,1369.238044,67956,68368
2.731624,17.149812,68499,68508
1.475726,1325.469020,68608,68625
2.249890,124.307550,68744,68747
2.913449,704.973726,68856,68853
3.821515,320.766579,68979,68971
3.426922,291.118348,69105,69094
2.794675,1809.387703,69243,69252
2.552430,1454.226317,69382,69385
1.735620,1111.771647,69513,69515
3.809190,406.565500,69647,69432
2.301228,1565.776022,69777,69786
2.974477,22.439218,69915,69901
2.007525,1173.455829,70031,70041
3.366445,1548.926428,70195,70190
1.060252,3117.653972,70287,70291
1.722410,636.169417,70401,70410
1.633667,819.175356,70468,70519
3.890817,2279.299921,70636,70574
4.115307,248.215577,70766,39434
4.118166,1161.100844,70881,44167
3.318704,2490.903887,70986,70997
1.234274,2926.403242,71120,71124
1.095675,37.571858,71252,71255
1.686225,2702.806419,71314,71389
1.875221,475.243522,71289,71487
3.063170,892.585581,71616,71614
3.636015,846.124891,71762,71755
2.260723,531.024905,71845,71916
1.437192,3464.787464,71961,72024
2.623456,1512.946774,72154,72155
1.652605,134.974078,72266,72277
3.737771,59.579117,72399,72402
2.478023,516.313400,72530,72531
1.324043,2042.503709,72622,72649
1.779522,818.458233,72719,72780
3.247648,84.583642,72912,72907
2.190475,286.635893,73033,73034
2.559867,236.429422,73160,73151
1.962959,1539.655940,73299,73312
2.058672,413.242781,73435,73444
2.544842,184.316993,73566,73565
3.004209,301.864898,73690,73671
3.538192,2914.685239,73812,73788
3.827512,481.263843,73937,73874
3.133024,102.239338,74051,74056
1.157914,318.541389,74144,74177
3.838498,2518.934902,74294,74190
1.558220,2059.742990,74389,74415
3.201970,107.927371,74540,74522
2.031461,956.273756,74583,74673
2.323677,678.271769,74794,74787
1.511624,1234.118521,40162,74905
1.883620,1250.451997,75022,75046
3.467664,1499.026753,75176,75166
3.633493,1756.368142,75292,75281
1.875145,947.612389,75413,75420
2.408195,75.251297,75552,75551
3.048749,3510.967702,75678,75676
2.644977,530.617585,75789,75820
2.422598,596.943594,75962,75950
3.878697,374.695803,76090,75417
2.032656,11.912016,76181,76219
3.472349,4027.900414,76329,76308
2.016678,538.497791,76468,76472
4.033889,1705.081751,76580,73267
3.848876,128.074285,76713,76656
2.203019,216.343199,76812,76819
1.115047,1199.179889,76924,76927
2.171699,122.525327,77070,77055
3.190489,552.092544,77182,77169
1.445534,733.716918,77302,77340
2.209174,919.982134,77481,77482
3.820068,315.119348,77601,77377
4.046194,1191.380481,77732,77632
3.457225,80.440351,77859,77858
1.921789,141.832429,77920,77987
1.690986,212.453298,78089,78124
1.559973,498.179801,78246,78270
1.242877,1561.437953,78363,78395
2.527575,3317.155430,78512,78497
2.814618,662.545038,78618,78622
1.333143,1713.900804,78731,78734
2.594317,1212.882146,78853,78876
1.895995,1120.163130,78988,79017
4.066619,1500.755529,79145,79102
1.862815,922.928497,79181,79266
3.906054,45.114351,79413,79380
1.930151,98.071402,79539,79544
1.323870,2705.106779,79680,79686
1.204000,1476.553776,79820,79838
3.484657,2167.522008,79987,79968
3.678502,84.023504,80100,79809
1.945036,512.556027,80204,80212
3.874616,133.099051,80334,79843
2.442953,1208.340494,80440,80437
2.374268,1845.001749,80555,80561
3.049745,1753.917627,80703,80707
3.306106,2650.122474,80812,80806
4.034105,706.202418,80908,79579
2.810951,3229.401926,81035,81047
1.946246,599.818832,81169,81172
3.227938,750.165895,81305,81306
1.914110,1931.973827,81434,81436
2.243947,2027.295400,81557,81556
2.276877,579.076465,81662,81670
1.887941,72.493401,81724,81800
1.991437,1560.747113,81893,81922
2.767718,2422.434664,82033,82041
1.911440,524.181118,82166,82167
2.729448,2038.576108,82297,82291
2.606383,1931.951613,82438,82436
2.948957,4608.576142,82566,82561
1.979763,238.956962,82667,82686
3.480925,491.688049,82831,82825
2.534227,528.887437,82969,82974
2.695583,433.844725,83124,83123
1.333893,459.498529,83240,83247
3.674030,2560.098583,83391,83389
1.843378,355.262501,82860,83538
1.364914,1052.094977,83639,83670
3.408531,513.119623,83804,83802
2.570813,476.342509,83935,83919
2.117809,1636.014931,84058,84052
1.046919,4224.249451,84187,84188
3.764014,157.951581,84304,84014
1.957373,160.026388,84436,84425
1.346334,849.491612,84547,84557
3.775422,1769.536064,84672,84558
1.035107,3499.840910,84790,84792
3.258855,1849.366975,84898,84893
1.991653,220.731840,84997,84998
1.155477,192.224772,85071,85124
2.534374,770.254474,85206,85237
3.897299,33.348450,85373,85347
3.178381,1429.614653,85476,85492
1.464888,731.511897,85621,85622
3.452967,2676.431026,85740,85724
1.490999,3648.390037,85889,85897
1.843518,260.190876,85411,86007
2.769043,11.330105,86128,86127
1.072351,3441.351422,85071,86250
3.273781,3269.428443,86360,86351
2.267169,1494.654701,86491,86489
1.003361,983.056270,86595,86606
1.459843,814.071097,86643,86734
1.758387,2282.225399,86859,86863
1.992992,864.031516,87004,86821
3.978776,441.314669,87124,86971
1.459478,1034.495547,86687,87247
3.879248,3881.834193,87359,87350
3.575409,1900.975953,87495,87422
2.956132,140.283309,87631,87619
2.461562,3704.285387,87758,87759
4.058904,870.061463,87877,85676
3.462996,295.385963,88013,87952
3.697583,267.372358,88141,88094
3.534389,308.305554,88257,88250
2.242084,1833.365886,88369,88363
3.676656,2197.308144,88505,88506
2.385248,695.060253,88626,88643
3.845831,2231.417911,88752,88634
3.384404,2520.356575,88879,88885
3.277130,3390.204932,89022,89015
3.249040,712.865408,89162,89159
1.171558,1973.889417,89295,89296
2.471831,279.054790,89419,89417
4.060414,2547.829002,89542,88964
1.574827,1249.548731,89658,89671
1.512844,183.626395,89774,89782
2.202671,306.821943,89921,89925
2.509588,477.385840,90060,90044
1.716674,23.436134,90192,90194
1.454530,84.228468,88747,90319
2.522487,774.549891,90450,90447
1.169074,82.132797,90110,90566
3.142252,2051.594022,90710,90614
1.518264,88.739647,90816,90831
3.600078,499.160712,90979,90948
3.334983,1015.326753,91126,91101
1.505907,597.718411,35186,91247
2.743235,2470.162771,91397,91390
1.938062,1877.090735,91512,91514
2.867743,1281.479426,91640,91633
1.770124,971.203177,91693,91757
3.581782,1236.970511,91893,91814
1.496082,3955.860019,92030,92033
2.641382,64.417458,92165,92164
3.174610,1005.332835,92294,92271
3.759425,1686.565151,92427,92404
2.994872,2270.510507,92565,92561
1.841889,2186.555234,92683,92687
1.946862,2726.378570,92783,92810
1.318382,76.413105,92927,92948
1.117069,317.750522,93064,93069
2.187334,2054.835776,93178,93194
1.328017,413.301365,93318,93321
3.916569,403.504108,93433,91490
3.336513,464.595409,93561,93554
1.683126,1960.845396,93681,93687
3.038760,1725.384138,93830,93827
2.758625,224.775539,93935,93949
1.991403,608.213802,94026,94056
3.278057,705.316119,94187,94178
3.532049,756.678415,94306,94179
3.570122,939.190756,94434,94435
1.150640,1128.441068,94572,94579
2.843666,187.578037,94708,94706
1.269382,608.023406,94690,94831
2.475106,3967.894769,94977,94974
2.484721,207.296382,95089,95086
1.339130,3660.796112,95187,95204
3.631049,2021.521002,95352,95294
2.051602,50.561158,95454,95460
2.846368,1432.206241,95602,95604
3.366447,2109.932126,95733,95706
1.882865,1177.951962,95855,95873
1.788317,151.366062,95906,96000
2.874379,2199.496204,96117,96113
3.504444,1784.158569,96248,96078
2.613313,1307.171530,96378,96385
3.721598,2292.868829,96526,96518
2.766352,586.409751,96662,96657
1.110550,313.549884,96765,96789
2.458245,1707.567507,96924,96927
3.048129,747.014868,97062,97064
4.002730,3672.585568,97193,91641
1.624969,1339.674380,96811,97317
2.850444,2736.978967,97427,97428
3.727799,608.793759,97564,97549
3.317796,1894.158653,97696,97677
2.611342,3468.532193,97833,97824
1.825459,78.623480,97731,97956
2.620390,2041.014055,98074,98052
3.290253,1069.987344,98210,98198
1.190488,2093.594219,98323,98345
1.870848,287.876395,98445,98457
3.682501,1467.120082,98604,98570
1.648859,2064.392283,97194,98697
1.361254,169.633374,98802,98848
2.477402,3619.984501,98986,98981
3.003084,485.977646,99117,99111
4.005859,3563.358953,99239,98550
2.060173,71.406712,99342,99375
4.026399,2455.256603,99511,99322
3.852397,863.600914,99648,99604
1.178091,2463.942693,99197,99758
2.228872,2861.678529,99897,99893
3.357098,2769.255970,100049,99924
3.761434,963.504138,100151,99825
1.026268,1363.761122,100277,100279
3.965374,87.606921,100405,100365
2.519380,587.487381,100528,100533
3.461284,1773.127163,100682,100662
3.455256,471.914434,100811,100788
2.197765,2926.171383,100896,100912
1.242306,974.875337,101050,101057
3.647184,2239.941516,101175,101142
1.096377,991.679562,101276,101281
2.351224,291.612461,101411,101407
1.295519,406.170873,98770,101527
3.369679,1602.734449,101635,101645
2.221681,1084.922283,101756,101759
1.250017,3065.582532,101882,101886
1.852272,1298.432978,101988,101989
3.369785,1351.669383,102131,102128
2.260041,2353.721355,102262,102265
3.054122,2514.753593,102376,102371
3.387049,698.636203,102506,102491
1.987218,1980.788918,102626,102633
